"person_age","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","log_income"
31,"MORTGAGE",15,"HOMEIMPROVEMENT","B",2400,9.63,"0",0.02,"N",6,11.5711943730942
29,"MORTGAGE",5,"PERSONAL","A",12000,7.49,"0",0.22,"N",6,10.9150884642146
33,"OWN",2,"HOMEIMPROVEMENT","B",1875,12.99,"0",0.08,"N",9,10.0858091093301
29,"RENT",4,"DEBTCONSOLIDATION","A",10750,7.51,"1",0.37,"N",10,10.268130666124
25,"MORTGAGE",5,"HOMEIMPROVEMENT","B",4800,12.42,"0",0.12,"N",4,10.5865843972426
22,"MORTGAGE",5,"EDUCATION","A",6000,7.9,"0",0.09,"N",3,11.0974100210086
36,"RENT",2,"HOMEIMPROVEMENT","B",10000,11.49,"0",0.08,"N",14,11.6952470217642
26,"RENT",1,"HOMEIMPROVEMENT","A",3000,9.32,"0",0.04,"N",4,11.1198828768606
27,"MORTGAGE",2,"EDUCATION","B",2600,9.25,"0",0.04,"N",7,11.1844213979982
45,"MORTGAGE",2,"MEDICAL","A",7000,7.88,"0",0.14,"N",12,10.8395809117065
21,"MORTGAGE",5,"MEDICAL","A",10000,7.66,"0",0.16,"N",4,11.0399734936323
23,"RENT",1,"DEBTCONSOLIDATION","A",4000,7.75,"0",0.07,"N",2,10.961277846684
27,"MORTGAGE",4,"MEDICAL","C",9600,12.87,"0",0.08,"N",9,11.6526874073454
29,"OWN",3,"MEDICAL","B",4200,9.91,"0",0.08,"N",6,10.8197782844103
25,"RENT",5,"EDUCATION","A",21450,7.29,"1",0.36,"N",4,11.0020998412042
41,"OWN",2,"MEDICAL","C",21600,13.92,"0",0.23,"Y",12,11.4616321705827
24,"RENT",8,"EDUCATION","B",7200,7.9,"0",0.13,"N",3,10.9150157342971
24,"MORTGAGE",6,"HOMEIMPROVEMENT","A",14000,8.94,"0",0.23,"N",2,11.0020998412042
29,"MORTGAGE",5,"MEDICAL","E",5000,16.95,"1",0.05,"Y",6,11.3302038281549
25,"OWN",9,"VENTURE","A",4000,6.76,"0",0.1,"N",3,10.6214249019033
25,"RENT",3,"VENTURE","A",3500,6.62,"0",0.1,"N",3,10.4912742174382
25,"RENT",5,"VENTURE","A",6900,7.66,"0",0.12,"N",4,10.9681982895286
23,"MORTGAGE",7,"EDUCATION","B",23000,11.99,"0",0.27,"N",2,11.3385720778255
36,"MORTGAGE",13,"EDUCATION","A",12000,6.62,"0",0.13,"N",13,11.4075649493124
28,"RENT",4,"EDUCATION","C",20000,14.26,"0",0.17,"N",7,11.6952470217642
25,"RENT",3,"MEDICAL","D",3200,15.7,"1",0.08,"Y",2,10.6454248972655
29,"RENT",1,"DEBTCONSOLIDATION","B",8800,10.71,"0",0.13,"N",10,11.0898054216233
25,"RENT",2,"MEDICAL","B",2000,10.38,"0",0.07,"N",3,10.3089526606443
30,"RENT",14,"MEDICAL","C",18500,12.99,"1",0.31,"N",5,11.0020998412042
26,"RENT",8,"EDUCATION","C",8000,15.96,"0",0.11,"Y",3,11.1562505210315
39,"RENT",3,"PERSONAL","B",18000,11.14,"0",0.26,"N",14,11.1562505210315
23,"RENT",0,"EDUCATION","A",24000,7.49,"0",0.16,"N",4,11.9183905730784
31,"MORTGAGE",15,"EDUCATION","C",15000,12.68,"0",0.25,"N",6,11.0020998412042
27,"MORTGAGE",0,"HOMEIMPROVEMENT","C",6000,13.57,"0",0.04,"N",5,11.8493977015914
36,"MORTGAGE",0,"PERSONAL","C",15000,13.11,"0",0.34,"N",15,10.6846456104188
23,"MORTGAGE",7,"EDUCATION","A",4800,10.75,"0",0.05,"N",2,11.4824662574855
29,"OWN",0,"VENTURE","A",3000,8,"0",0.15,"N",5,9.90348755253613
22,"RENT",0,"DEBTCONSOLIDATION","C",7500,13.22,"0",0.15,"N",3,10.8329511401205
29,"MORTGAGE",6,"DEBTCONSOLIDATION","E",16000,16.45,"1",0.18,"N",8,11.3850920934603
21,"OWN",5,"VENTURE","B",12000,11.48,"0",0.36,"N",4,10.404535530538
25,"RENT",9,"VENTURE","A",8000,5.99,"0",0.14,"N",2,10.9331069697173
22,"RENT",2,"DEBTCONSOLIDATION","A",9300,10.99,"0",0.14,"N",3,11.1094583595247
25,"RENT",4,"PERSONAL","D",12000,16.77,"1",0.22,"N",4,10.8967393255464
27,"RENT",1,"MEDICAL","C",7200,13.22,"0",0.18,"N",6,10.5966347330961
25,"RENT",5,"DEBTCONSOLIDATION","B",5200,10.74,"0",0.14,"N",3,10.5453414387085
22,"MORTGAGE",6,"MEDICAL","B",25000,11.49,"0",0.23,"N",3,11.6100158774015
23,"RENT",2,"DEBTCONSOLIDATION","A",5000,7.66,"0",0.17,"N",4,10.2999119159921
29,"OWN",13,"VENTURE","B",9000,11.89,"0",0.09,"N",6,11.5002049005608
21,"RENT",0,"EDUCATION","C",4600,13.99,"0",0.19,"Y",2,10.0858091093301
30,"MORTGAGE",13,"HOMEIMPROVEMENT","A",9250,8.59,"0",0.19,"N",8,10.8036489024804
23,"MORTGAGE",4,"PERSONAL","A",10000,6.99,"0",0.16,"N",2,11.0186291431554
30,"MORTGAGE",3,"PERSONAL","B",10800,11.99,"0",0.12,"N",8,11.3963916487143
21,"MORTGAGE",0,"PERSONAL","A",12000,5.42,"0",0.13,"N",2,11.4658338574364
23,"MORTGAGE",0,"MEDICAL","A",10000,8.59,"0",0.19,"N",2,10.8561487857199
35,"OWN",8,"VENTURE","B",15000,9.88,"0",0.06,"N",5,12.4292161968444
25,"MORTGAGE",3,"DEBTCONSOLIDATION","A",4000,7.14,"0",0.08,"N",3,10.77895628989
26,"RENT",5,"DEBTCONSOLIDATION","A",10000,7.88,"1",0.33,"N",2,10.3326691872616
28,"RENT",0,"HOMEIMPROVEMENT","F",5175,18.43,"1",0.21,"Y",6,10.1266311038503
30,"OWN",7,"PERSONAL","A",6000,5.79,"0",0.1,"N",5,10.9681982895286
39,"RENT",7,"EDUCATION","B",12000,10.74,"0",0.14,"N",13,11.3504065354725
35,"RENT",1,"VENTURE","B",28000,9.91,"0",0.24,"N",6,11.6526874073454
31,"RENT",0,"HOMEIMPROVEMENT","C",3000,14.26,"1",0.18,"Y",7,9.72913416539135
25,"MORTGAGE",2,"DEBTCONSOLIDATION","B",4750,13.22,"0",0.12,"N",3,10.5966347330961
30,"MORTGAGE",14,"MEDICAL","C",1000,11.49,"0",0.02,"N",7,10.9247867381016
44,"RENT",15,"DEBTCONSOLIDATION","A",6000,5.79,"0",0.09,"N",16,11.1562505210315
30,"MORTGAGE",11,"VENTURE","B",2500,9.99,"0",0.05,"N",7,10.907789161733
22,"RENT",0,"PERSONAL","A",11575,14.96,"0",0.29,"N",3,10.5966347330961
44,"MORTGAGE",3,"HOMEIMPROVEMENT","B",12000,13.55,"0",0.1,"N",14,11.6526874073454
22,"RENT",0,"VENTURE","D",16000,16,"1",0.38,"N",3,10.6454248972655
45,"MORTGAGE",5,"PERSONAL","B",20000,11.11,"0",0.18,"N",16,11.6082356447746
24,"RENT",2,"MEDICAL","A",4000,9.99,"0",0.1,"N",4,10.625222189948
40,"RENT",17,"HOMEIMPROVEMENT","D",6600,14.54,"1",0.13,"N",17,10.8681683685584
49,"RENT",4,"DEBTCONSOLIDATION","A",8000,7.49,"0",0.11,"N",17,11.1844213979982
33,"OWN",2,"PERSONAL","B",6000,11.99,"1",0.31,"N",7,9.86266555801587
36,"RENT",14,"DEBTCONSOLIDATION","B",6000,9.99,"0",0.13,"N",12,10.7144177687525
28,"RENT",1,"HOMEIMPROVEMENT","B",2425,11.49,"0",0.03,"N",8,11.3667429547921
23,"MORTGAGE",0,"EDUCATION","B",4750,12.21,"0",0.11,"N",4,10.71894085748
29,"MORTGAGE",13,"PERSONAL","B",2000,11.49,"0",0.02,"N",8,11.4208101760624
34,"RENT",2,"PERSONAL","E",4500,16.95,"1",0.1,"N",10,10.7144177687525
31,"RENT",15,"HOMEIMPROVEMENT","D",9000,15.33,"0",0.14,"N",10,11.048331178812
22,"MORTGAGE",5,"HOMEIMPROVEMENT","A",5500,5.99,"1",0.14,"N",4,10.5713169251118
36,"RENT",1,"VENTURE","B",4375,10.74,"0",0.22,"N",17,9.90368753253879
23,"MORTGAGE",7,"EDUCATION","C",18000,12.68,"0",0.2,"N",2,11.4295438560312
21,"RENT",5,"EDUCATION","A",3700,8,"0",0.13,"N",3,10.2398169218094
23,"OWN",2,"VENTURE","C",6000,15.23,"0",0.25,"Y",2,10.0858091093301
23,"MORTGAGE",7,"DEBTCONSOLIDATION","B",12000,12.42,"0",0.34,"N",2,10.4631033404715
40,"RENT",0,"MEDICAL","D",20000,14.54,"1",0.23,"Y",11,11.1995836457379
23,"RENT",2,"VENTURE","B",7800,9.99,"0",0.1,"N",2,11.289781913656
26,"MORTGAGE",4,"DEBTCONSOLIDATION","C",13000,13.98,"0",0.24,"Y",3,10.9150884642146
22,"RENT",3,"MEDICAL","C",3500,13.92,"0",0.12,"N",4,10.3089526606443
23,"RENT",3,"VENTURE","C",9000,13.98,"1",0.33,"Y",3,10.2255710517052
22,"RENT",2,"EDUCATION","A",4000,12.99,"0",0.1,"N",2,10.5966347330961
32,"RENT",0,"EDUCATION","B",5000,11.49,"1",0.16,"N",8,10.3417424834673
56,"OWN",11,"PERSONAL","B",7425,9.99,"0",0.1,"N",22,11.1828089876519
31,"RENT",9,"VENTURE","A",6000,6.99,"0",0.09,"N",10,11.0821425488778
23,"OWN",5,"PERSONAL","B",3000,12.18,"0",0.1,"N",2,10.3089526606443
37,"RENT",3,"EDUCATION","B",4900,12.18,"0",0.07,"N",15,11.1562505210315
23,"RENT",2,"EDUCATION","A",1000,6.03,"0",0.03,"N",2,10.5966347330961
26,"OWN",6,"EDUCATION","B",2500,9.99,"1",0.21,"N",3,9.39266192877014
50,"RENT",8,"DEBTCONSOLIDATION","D",15000,11.71,"1",0.22,"N",17,11.1418617835794
31,"MORTGAGE",5,"PERSONAL","C",5000,12.41,"1",0.07,"Y",9,11.2384886192685
23,"MORTGAGE",7,"HOMEIMPROVEMENT","D",3600,17.27,"1",0.16,"Y",3,10.0432494949113
30,"MORTGAGE",9,"MEDICAL","A",7000,8.9,"0",0.1,"N",9,11.1562505210315
21,"MORTGAGE",5,"VENTURE","A",15000,11.26,"0",0.16,"N",2,11.4616321705827
30,"RENT",8,"PERSONAL","D",5600,15.99,"0",0.07,"N",7,11.2252433925184
37,"RENT",1,"MEDICAL","D",10000,15.99,"1",0.17,"Y",17,11.0020998412042
23,"RENT",5,"VENTURE","B",3000,10,"0",0.09,"N",4,10.4343510700386
23,"RENT",3,"DEBTCONSOLIDATION","D",3750,15.65,"1",0.18,"N",2,9.95227771670556
30,"RENT",3,"PERSONAL","B",25000,11.89,"0",0.26,"N",6,11.47210347045
21,"RENT",5,"DEBTCONSOLIDATION","B",10000,10,"1",0.34,"N",4,10.2750511089686
24,"RENT",0,"HOMEIMPROVEMENT","C",1200,13.48,"1",0.16,"N",4,8.9226582995244
27,"MORTGAGE",6,"VENTURE","A",2600,7.74,"0",0.09,"N",7,10.2576593662567
23,"MORTGAGE",7,"EDUCATION","D",15000,16,"0",0.15,"Y",2,11.5129254649702
23,"RENT",3,"EDUCATION","B",15000,11.36,"1",0.31,"N",4,10.7954855918412
26,"RENT",10,"HOMEIMPROVEMENT","A",10000,6.62,"0",0.17,"N",4,10.961277846684
30,"RENT",2,"HOMEIMPROVEMENT","D",4000,13.67,"1",0.27,"Y",7,9.61580548008435
33,"MORTGAGE",3,"VENTURE","C",20000,12.84,"0",0.29,"Y",7,11.1562505210315
22,"RENT",5,"EDUCATION","B",5000,10.36,"0",0.1,"N",4,10.8109393357431
23,"MORTGAGE",7,"EDUCATION","D",25000,15.7,"0",0.25,"N",2,11.5079129231467
23,"OWN",3,"EDUCATION","A",8500,7.51,"0",0.24,"N",3,10.4912742174382
26,"RENT",0,"PERSONAL","B",8000,10,"0",0.17,"N",4,10.7579028806922
38,"RENT",1,"PERSONAL","D",10000,15.99,"1",0.15,"Y",12,11.0974100210086
23,"MORTGAGE",3,"VENTURE","C",12000,14.27,"1",0.35,"N",4,10.4341158035983
30,"MORTGAGE",6,"PERSONAL","C",6250,10.75,"0",0.22,"N",9,10.268130666124
27,"MORTGAGE",11,"MEDICAL","A",4000,5.79,"0",0.07,"N",6,10.9852927228879
27,"MORTGAGE",12,"MEDICAL","B",18050,10,"0",0.24,"N",10,11.2290760385386
33,"RENT",5,"DEBTCONSOLIDATION","D",3250,16.32,"1",0.17,"N",7,9.85198370966901
23,"RENT",0,"EDUCATION","A",5000,8.59,"1",0.28,"N",4,9.7981270368783
24,"MORTGAGE",8,"DEBTCONSOLIDATION","A",15700,7.9,"0",0.27,"N",3,10.9681982895286
23,"MORTGAGE",0,"DEBTCONSOLIDATION","C",7500,11.28,"0",0.09,"Y",4,11.3736633976367
22,"RENT",1,"VENTURE","B",2050,10.59,"0",0.08,"N",2,10.1266311038503
31,"RENT",2,"PERSONAL","A",15000,8.38,"0",0.19,"N",8,11.2515607008358
29,"MORTGAGE",0,"VENTURE","C",5000,12.73,"1",0.09,"Y",7,10.9150884642146
28,"RENT",1,"HOMEIMPROVEMENT","A",12000,5.79,"0",0.07,"N",6,12.0435537160324
24,"RENT",8,"HOMEIMPROVEMENT","B",10000,11.89,"0",0.18,"N",3,10.9055889408234
28,"OWN",8,"EDUCATION","A",3600,7.88,"0",0.08,"N",6,10.7120594345115
31,"MORTGAGE",3,"HOMEIMPROVEMENT","A",6000,9.38,"0",0.05,"N",9,11.7117763237154
23,"RENT",7,"PERSONAL","B",12000,11.11,"0",0.07,"N",2,12.0435537160324
22,"RENT",0,"VENTURE","B",12000,11.49,"1",0.37,"N",3,10.3889953683178
25,"MORTGAGE",6,"VENTURE","E",7000,18.64,"0",0.13,"N",3,10.8967393255464
22,"RENT",6,"EDUCATION","B",2000,9.63,"0",0.03,"N",2,11.0020998412042
27,"MORTGAGE",11,"DEBTCONSOLIDATION","C",6500,13.79,"0",0.17,"Y",8,10.5454466963266
37,"RENT",6,"PERSONAL","B",14000,11.36,"1",0.31,"N",16,10.7144177687525
28,"RENT",2,"MEDICAL","C",4000,13.11,"1",0.28,"Y",8,9.57498348556409
23,"RENT",8,"EDUCATION","B",9000,9.63,"1",0.13,"N",4,11.1418617835794
23,"RENT",2,"EDUCATION","C",6400,11.99,"0",0.18,"N",4,10.4631033404715
25,"MORTGAGE",9,"MEDICAL","A",8500,7.14,"0",0.15,"N",3,10.9681982895286
25,"MORTGAGE",7,"HOMEIMPROVEMENT","B",22000,10.38,"0",0.15,"N",4,11.9183905730784
24,"RENT",1,"MEDICAL","B",6400,9.99,"0",0.1,"N",3,11.0821425488778
21,"RENT",4,"EDUCATION","B",7300,11.71,"0",0.15,"N",3,10.8197782844103
30,"RENT",0,"VENTURE","B",1850,11.99,"0",0.04,"N",5,10.6454248972655
24,"RENT",1,"EDUCATION","B",12000,11.89,"0",0.13,"N",4,11.4615479565105
33,"MORTGAGE",7,"MEDICAL","A",6350,7.51,"0",0.18,"N",5,10.4733365167516
25,"MORTGAGE",5,"MEDICAL","A",10000,6.62,"0",0.08,"N",3,11.6952470217642
24,"OWN",5,"PERSONAL","A",23800,8.9,"0",0.23,"N",2,11.5327280922664
25,"MORTGAGE",2,"HOMEIMPROVEMENT","D",25000,16.07,"0",0.12,"N",2,12.2830336866663
27,"RENT",8,"HOMEIMPROVEMENT","C",10000,12.99,"1",0.34,"N",6,10.2832245120716
22,"RENT",4,"EDUCATION","C",2000,15.27,"0",0.03,"N",2,11.0348896640272
23,"RENT",5,"VENTURE","B",6000,9.99,"0",0.14,"N",4,10.6454248972655
35,"OWN",8,"VENTURE","B",15000,9.88,"0",0.06,"N",9,12.4292161968444
37,"RENT",7,"MEDICAL","A",2350,7.88,"0",0.06,"N",12,10.5986327357587
26,"MORTGAGE",5,"MEDICAL","B",4000,11.89,"1",0.06,"N",4,10.8724276589054
22,"RENT",2,"EDUCATION","C",5000,11.12,"0",0.17,"Y",2,10.3089526606443
28,"MORTGAGE",7,"DEBTCONSOLIDATION","C",5000,14.65,"0",0.1,"Y",7,10.77895628989
44,"MORTGAGE",1,"PERSONAL","B",21200,9.91,"0",0.22,"N",14,11.4616321705827
27,"OWN",11,"HOMEIMPROVEMENT","C",3500,13.57,"0",0.04,"Y",8,11.3850920934603
33,"RENT",5,"VENTURE","B",3000,12.42,"0",0.04,"N",5,11.2318879352371
22,"RENT",5,"PERSONAL","B",4000,10,"0",0.07,"N",4,10.9681982895286
33,"MORTGAGE",4,"EDUCATION","A",2400,7.49,"0",0.02,"N",6,11.9576112862317
30,"RENT",2,"MEDICAL","A",4500,6.39,"0",0.09,"N",10,10.8468485559329
26,"MORTGAGE",5,"DEBTCONSOLIDATION","A",10000,6.62,"0",0.14,"N",2,11.2118203721863
21,"RENT",3,"EDUCATION","B",4800,11.12,"0",0.09,"N",4,10.9150884642146
24,"MORTGAGE",7,"MEDICAL","A",15000,8.49,"0",0.17,"N",3,11.4075649493124
51,"RENT",2,"MEDICAL","E",1500,19.03,"1",0.03,"N",24,10.9681982895286
25,"RENT",0,"MEDICAL","E",14500,17.04,"1",0.47,"N",3,10.3287552879405
29,"RENT",5,"PERSONAL","B",4800,10.99,"0",0.02,"N",6,12.6115377536383
23,"MORTGAGE",3,"PERSONAL","A",13000,7.88,"0",0.22,"N",4,11.0020998412042
22,"RENT",1,"PERSONAL","C",4000,14.72,"0",0.13,"N",4,10.3089526606443
30,"RENT",4,"DEBTCONSOLIDATION","A",12000,6.03,"0",0.23,"N",5,10.8780471925343
23,"MORTGAGE",1,"EDUCATION","B",16000,12.42,"0",0.39,"N",4,10.6164373603923
25,"RENT",9,"EDUCATION","A",7000,7.51,"0",0.23,"N",4,10.3417424834673
22,"MORTGAGE",6,"PERSONAL","A",4800,7.88,"0",0.12,"N",2,10.5966347330961
24,"RENT",8,"MEDICAL","A",3000,7.49,"0",0.07,"N",4,10.7144177687525
28,"MORTGAGE",5,"VENTURE","C",1000,13.06,"0",0.02,"Y",8,10.7128164873855
24,"RENT",3,"PERSONAL","D",2800,16,"1",0.08,"N",3,10.4161914113139
25,"RENT",2,"DEBTCONSOLIDATION","C",4800,13.22,"0",0.11,"N",4,10.6454248972655
23,"MORTGAGE",1,"EDUCATION","B",14000,11.89,"0",0.13,"N",2,11.5898865061064
26,"MORTGAGE",5,"EDUCATION","B",2000,11.99,"0",0.03,"N",3,11.0790608823404
30,"RENT",5,"EDUCATION","C",11500,15.27,"1",0.32,"Y",8,10.4912742174382
30,"RENT",8,"DEBTCONSOLIDATION","A",1500,7.51,"1",0.04,"N",9,10.5713169251118
26,"RENT",1,"VENTURE","C",2400,13.06,"1",0.13,"Y",2,9.7981270368783
24,"MORTGAGE",8,"DEBTCONSOLIDATION","A",12000,6.03,"0",0.12,"N",4,11.5028751291167
31,"RENT",0,"PERSONAL","A",6000,6.54,"0",0.11,"N",9,10.8797061929902
35,"MORTGAGE",8,"DEBTCONSOLIDATION","C",15000,15.96,"0",0.14,"N",8,11.5711943730942
53,"RENT",2,"PERSONAL","A",8000,7.74,"0",0.09,"N",26,11.3504065354725
39,"RENT",5,"VENTURE","B",10850,10.99,"0",0.28,"N",14,10.5558127385758
23,"MORTGAGE",7,"DEBTCONSOLIDATION","C",6000,8.49,"0",0.06,"Y",3,11.5327280922664
31,"OWN",0,"HOMEIMPROVEMENT","C",5000,12.53,"0",0.17,"Y",6,10.3089526606443
24,"MORTGAGE",2,"EDUCATION","D",6000,15.62,"1",0.12,"N",2,10.8229731753068
23,"MORTGAGE",0,"VENTURE","B",1000,7.14,"0",0.02,"N",2,10.961277846684
32,"RENT",2,"MEDICAL","C",6000,12.73,"0",0.22,"N",10,10.2035921449865
22,"RENT",3,"EDUCATION","C",5200,11.12,"0",0.1,"Y",4,10.8589989975636
29,"MORTGAGE",12,"PERSONAL","B",25000,10.62,"0",0.2,"N",8,11.7360690162844
24,"MORTGAGE",7,"VENTURE","B",7500,11.71,"0",0.15,"N",4,10.8197782844103
22,"RENT",0,"PERSONAL","E",1500,18.79,"1",0.06,"Y",4,10.0858091093301
29,"RENT",4,"PERSONAL","A",15000,7.88,"0",0.2,"N",9,11.2235352678371
22,"RENT",2,"MEDICAL","C",14900,13.57,"0",0.25,"N",3,10.9835963696397
35,"RENT",4,"EDUCATION","B",10000,9.91,"0",0.2,"N",7,10.8197782844103
24,"RENT",1,"EDUCATION","A",4600,8.49,"0",0.05,"N",2,11.5129254649702
42,"MORTGAGE",4,"DEBTCONSOLIDATION","B",19200,11.36,"0",0.17,"N",17,11.6439537273766
21,"RENT",4,"VENTURE","E",20000,17.39,"1",0.36,"Y",3,10.9331069697173
25,"RENT",2,"DEBTCONSOLIDATION","B",13600,10,"0",0.2,"N",3,11.1272629841582
30,"MORTGAGE",11,"PERSONAL","B",5000,9.91,"0",0.07,"N",10,11.2252433925184
26,"RENT",6,"HOMEIMPROVEMENT","A",12800,5.42,"0",0.24,"N",4,10.8778962377449
44,"RENT",19,"HOMEIMPROVEMENT","C",5000,15.96,"0",0.05,"Y",13,11.4927227576527
25,"MORTGAGE",3,"EDUCATION","A",12000,5.79,"0",0.06,"N",3,12.1281111040605
26,"RENT",0,"PERSONAL","C",7000,14.22,"0",0.19,"N",4,10.4946020075309
25,"MORTGAGE",9,"HOMEIMPROVEMENT","B",3250,10,"0",0.08,"N",3,10.6454248972655
26,"MORTGAGE",1,"HOMEIMPROVEMENT","C",20000,13.57,"0",0.24,"N",2,11.3144745262464
30,"OWN",8,"HOMEIMPROVEMENT","A",4200,7.88,"0",0.16,"N",9,10.2035921449865
23,"RENT",2,"MEDICAL","D",9000,14.61,"1",0.3,"Y",4,10.3089526606443
36,"RENT",1,"MEDICAL","B",4000,10.62,"1",0.33,"N",11,9.39266192877014
27,"MORTGAGE",4,"DEBTCONSOLIDATION","A",16000,7.9,"0",0.14,"N",10,11.6784060045682
29,"MORTGAGE",3,"DEBTCONSOLIDATION","A",4800,5.79,"0",0.05,"N",9,11.5129254649702
25,"RENT",7,"EDUCATION","D",8675,15.99,"0",0.21,"Y",2,10.6454248972655
28,"RENT",2,"MEDICAL","B",15000,10.37,"0",0.24,"N",6,11.0267924537946
26,"MORTGAGE",6,"PERSONAL","A",16000,7.88,"0",0.16,"N",3,11.5228757958234
50,"MORTGAGE",2,"MEDICAL","A",10200,9.32,"0",0.1,"N",15,11.5711943730942
25,"MORTGAGE",1,"VENTURE","E",25000,15.65,"1",0.27,"Y",2,11.4510500612521
32,"MORTGAGE",12,"EDUCATION","A",9000,5.42,"0",0.09,"N",7,11.4616321705827
24,"MORTGAGE",3,"VENTURE","A",9600,10.99,"0",0.2,"N",4,10.77895628989
24,"RENT",6,"PERSONAL","D",8000,15.28,"1",0.22,"N",3,10.4912742174382
24,"RENT",2,"PERSONAL","B",25000,11.11,"1",0.42,"N",3,11.0020998412042
25,"MORTGAGE",9,"MEDICAL","D",25000,14.09,"1",0.3,"N",2,11.1760531483277
23,"MORTGAGE",4,"MEDICAL","C",16800,13.47,"0",0.22,"N",4,11.2252433925184
28,"MORTGAGE",1,"HOMEIMPROVEMENT","C",15000,13.85,"0",0.22,"Y",10,11.135362447709
30,"RENT",0,"EDUCATION","C",3100,13.35,"0",0.1,"N",10,10.3481733737976
25,"RENT",9,"PERSONAL","C",8000,12.73,"1",0.22,"Y",2,10.4912742174382
28,"MORTGAGE",13,"HOMEIMPROVEMENT","C",9600,15.27,"0",0.11,"N",5,11.3445068133453
32,"RENT",1,"VENTURE","C",1800,12.99,"0",0.08,"N",8,9.96927529307413
25,"RENT",2,"VENTURE","B",3000,11.12,"0",0.1,"N",3,10.268130666124
22,"MORTGAGE",4,"MEDICAL","B",15000,9.88,"0",0.31,"N",2,10.77895628989
21,"RENT",5,"VENTURE","A",7200,8.49,"0",0.09,"N",2,11.3385720778255
26,"RENT",1,"HOMEIMPROVEMENT","B",3625,11.11,"1",0.15,"N",4,10.0858091093301
43,"MORTGAGE",4,"HOMEIMPROVEMENT","D",6250,13.92,"1",0.22,"Y",13,10.2399597891573
21,"RENT",0,"DEBTCONSOLIDATION","B",2500,9.76,"0",0.06,"N",4,10.6572593549125
23,"RENT",2,"MEDICAL","B",1800,12.69,"1",0.07,"N",3,10.1266311038503
24,"MORTGAGE",0,"PERSONAL","B",10000,10,"0",0.12,"N",4,11.3504065354725
29,"MORTGAGE",13,"VENTURE","A",8000,5.42,"0",0.1,"N",9,11.2797315778025
24,"MORTGAGE",9,"VENTURE","B",11300,11.49,"0",0.22,"N",3,10.8589989975636
43,"MORTGAGE",11,"HOMEIMPROVEMENT","A",5000,7.88,"0",0.08,"N",14,11.0348896640272
29,"MORTGAGE",5,"MEDICAL","B",20000,10.99,"0",0.24,"N",7,11.3144745262464
28,"MORTGAGE",0,"EDUCATION","D",5000,13.67,"0",0.08,"Y",7,11.0508900053737
28,"RENT",3,"DEBTCONSOLIDATION","A",12000,14.27,"0",0.19,"N",7,11.0429218357245
25,"RENT",5,"EDUCATION","A",14400,8.49,"0",0.17,"N",2,11.3504065354725
26,"RENT",2,"MEDICAL","A",4500,7.74,"0",0.1,"N",3,10.6920358178593
22,"RENT",5,"VENTURE","A",10000,6.62,"1",0.5,"N",2,9.90348755253613
27,"RENT",7,"EDUCATION","D",16000,15.7,"1",0.44,"N",9,10.4912742174382
21,"RENT",5,"VENTURE","B",12000,10.62,"0",0.22,"N",2,10.9150884642146
28,"MORTGAGE",1,"EDUCATION","D",5600,15.65,"0",0.04,"N",9,11.7752897294377
23,"MORTGAGE",0,"EDUCATION","C",10150,11.97,"0",0.11,"N",3,11.4086310474944
25,"RENT",1,"EDUCATION","E",22000,17.51,"1",0.27,"N",2,11.3144745262464
25,"MORTGAGE",7,"HOMEIMPROVEMENT","A",5000,7.4,"0",0.11,"N",3,10.6919449129004
31,"MORTGAGE",1,"PERSONAL","A",12000,9.99,"0",0.29,"N",7,10.622619193818
30,"RENT",4,"MEDICAL","C",12000,14.79,"1",0.47,"Y",10,10.1478445002495
29,"RENT",1,"EDUCATION","C",3600,13.61,"1",0.25,"Y",7,9.58190392840867
22,"MORTGAGE",6,"DEBTCONSOLIDATION","A",10000,8.94,"0",0.12,"N",4,11.3621025752356
38,"MORTGAGE",7,"EDUCATION","A",4375,7.51,"1",0.26,"N",17,9.7473014693468
29,"RENT",7,"MEDICAL","C",7500,12.73,"0",0.19,"Y",9,10.5966347330961
22,"OWN",6,"EDUCATION","C",7500,11.71,"0",0.28,"Y",4,10.1993609840142
22,"RENT",1,"PERSONAL","C",6500,13.22,"1",0.19,"Y",3,10.4341158035983
29,"RENT",2,"PERSONAL","C",12000,14.22,"0",0.2,"Y",6,11.0020998412042
46,"RENT",12,"VENTURE","B",3725,11.49,"0",0.03,"N",17,11.8493977015914
23,"MORTGAGE",3,"MEDICAL","A",4200,12.87,"0",0.13,"N",3,10.4222813459513
26,"RENT",3,"MEDICAL","D",15000,15.37,"1",0.38,"N",2,10.5713169251118
28,"MORTGAGE",12,"HOMEIMPROVEMENT","A",12500,9.88,"0",0.2,"N",10,11.0595822766176
21,"RENT",4,"EDUCATION","D",2200,11.49,"0",0.15,"Y",4,9.61580548008435
21,"OWN",0,"HOMEIMPROVEMENT","C",3175,11.54,"1",0.21,"Y",3,9.61580548008435
28,"MORTGAGE",5,"MEDICAL","E",20000,17.04,"1",0.13,"Y",8,11.7558716435806
28,"MORTGAGE",4,"PERSONAL","B",3600,9.91,"0",0.08,"N",10,10.7548770308266
23,"MORTGAGE",4,"PERSONAL","A",13000,8.59,"0",0.28,"N",2,10.7536384819057
